,dn0_lo10,dn0_med,dn0_up90,rn0_lo10,rn0_med,rn0_up90,gamman_lo10,gamman_med,gamman_up90,bioassay_mortality,resistance
87,0.434593019,0.477471582,0.509276651,0.48743739,0.517229293,0.556501915,1.783234264,2.02858408,2.290796156,0.14,0.86
88,0.431300728,0.474839583,0.507438523,0.489172013,0.519671843,0.559466668,1.752126655,2.005181884,2.277182957,0.13,0.87
89,0.427829629,0.472293723,0.505956954,0.490569085,0.522030825,0.562583704,1.721477439,1.98095328,2.262892636,0.12,0.88
90,0.423938899,0.469332191,0.503986089,0.492426047,0.524770404,0.566066613,1.684188714,1.95283636,2.247387481,0.11,0.89
91,0.418984636,0.465808558,0.502025376,0.49427173,0.52802341,0.570484386,1.650637201,1.923533801,2.229627895,0.1,0.9
92,0.415075403,0.461914347,0.499751178,0.496410322,0.531610058,0.573956279,1.612627827,1.891165484,2.210507968,0.09,0.91
93,0.40879032,0.45753381,0.497254295,0.498755577,0.535633691,0.579511432,1.573056164,1.855110175,2.189835842,0.08,0.92
94,0.402406878,0.452815581,0.494178586,0.50164049,0.539954153,0.585118403,1.53103034,1.816131026,2.165351594,0.07,0.93
95,0.395464862,0.446680582,0.491138294,0.504487731,0.545550494,0.591174056,1.485438234,1.771595525,2.137116261,0.06,0.94
96,0.385784316,0.439657071,0.487231516,0.508139778,0.551926302,0.599541722,1.434361566,1.720285831,2.10357434,0.05,0.95
97,0.37491738,0.430672409,0.48206454,0.512958021,0.560031574,0.608821745,1.374530186,1.662811814,2.063009886,0.04,0.96
98,0.360977836,0.419064936,0.476336467,0.518283166,0.570412939,0.62053659,1.306983339,1.596361123,2.010545787,0.03,0.97
99,0.341145027,0.404639564,0.467756861,0.526225631,0.583161417,0.636801117,1.228930726,1.508343408,1.942057239,0.02,0.98
100,0.311156103,0.37815441,0.453799403,0.539054432,0.606070441,0.66036547,1.123553192,1.379958516,1.829442372,0.01,0.99
101,0.180037458,0.190141348,0.201445098,0.731856727,0.737480169,0.742160927,0.819232915,0.907427092,1.018055287,0,1
